,X_1,epsilon_2,sigma_2,mass_2,k_12,BoxLength,Dself_1,Dself_1_err,Dself_2,Dself_2_err,Viscosity,Viscosity_err,num_particles,visc_rel_err,zeta
360,0.3,0.5,1.0,1.0,-0.3,11.0324,0.06201,6e-05,0.071,7e-05,1.29,0.011,1000,0.8527131782945735,0.3899317721484703
361,0.3,0.5,1.0,1.0,-0.6,10.7745,0.04117,6e-05,0.04827,4e-05,1.976,0.025,1000,1.2651821862348178,0.41860773201996687
362,0.5,1.0,1.6,4.096,0.05,14.4164,0.04408,5e-05,0.02205,4e-05,2.51,0.027,1000,1.0756972111553786,0.44527424356037143
363,0.5,1.0,1.6,4.096,0.0,14.3786,0.04131,6e-05,0.02064,2e-05,2.685,0.029,1000,1.0800744878957171,0.4487952372473138
364,0.5,1.0,1.6,4.096,-0.3,14.1718,0.02546,2e-05,0.01291,2e-05,4.381,0.034,1000,0.7760785208856426,0.4687302713382356
365,0.5,1.0,1.6,4.096,-0.6,14.0077,0.0142,1e-05,0.00724,1e-05,8.17,0.1,1000,1.2239902080783354,0.48539751657421154
366,0.5,0.8,1.6,4.096,0.05,14.6703,0.06125,6e-05,0.0342,2e-05,1.588,0.016,1000,1.0075566750629723,0.42255287494465776
367,0.5,0.8,1.6,4.096,0.0,14.618,0.05853,4e-05,0.03215,3e-05,1.696,0.011,1000,0.6485849056603773,0.42710452569239615
368,0.5,0.8,1.6,4.096,-0.3,14.3526,0.03925,6e-05,0.02145,4e-05,2.602,0.028,1000,1.0760953112990008,0.4512386607987557
369,0.5,0.8,1.6,4.096,-0.6,14.1497,0.02459,2e-05,0.01358,2e-05,4.232,0.058,1000,1.3705103969754255,0.47092999148958775
370,0.5,0.6,1.6,4.096,-0.3,14.6494,0.06153,5e-05,0.03642,4e-05,1.507,0.021,1000,1.3934970139349703,0.4243639990710169
371,0.5,0.6,1.6,4.096,-0.6,14.3736,0.04181,4e-05,0.02483,4e-05,2.253,0.031,1000,1.3759431868619618,0.44926375387492845
372,0.5,0.5,1.6,4.096,-0.3,14.8993,0.07878,6e-05,0.04938,7e-05,1.098,0.019,1000,1.7304189435336974,0.40336708020382245
373,0.5,0.5,1.6,4.096,-0.6,14.5484,0.05526,5e-05,0.03404,3e-05,1.636,0.023,1000,1.4058679706601467,0.433263741995735
374,0.5,1.0,1.4,2.744,0.05,13.012,0.03686,5e-05,0.02289,2e-05,2.774,0.027,1000,0.973323720259553,0.44491013893971826
375,0.5,1.0,1.4,2.744,0.0,12.9776,0.03431,3e-05,0.02129,3e-05,3.017,0.045,1000,1.4915478952601924,0.4484575237424763
376,0.5,1.0,1.4,2.744,-0.3,12.7953,0.02016,2e-05,0.01271,2e-05,5.199,0.081,1000,1.55799192152337,0.4679000031731317
377,0.5,1.0,1.4,2.744,-0.6,12.6542,0.0105,1e-05,0.00669,1e-05,10.48,0.207,1000,1.9751908396946563,0.4837270614385161
378,0.5,0.8,1.4,2.744,0.05,13.2238,0.05165,7e-05,0.03504,3e-05,1.816,0.029,1000,1.5969162995594715,0.4238728988708083
379,0.5,0.8,1.4,2.744,0.0,13.1796,0.04905,6e-05,0.03283,2e-05,1.931,0.023,1000,1.1910926980838943,0.4281518035292981
380,0.5,0.8,1.4,2.744,-0.3,12.9466,0.03159,4e-05,0.02106,3e-05,3.087,0.033,1000,1.0689990281827018,0.45168667222212566
381,0.5,0.8,1.4,2.744,-0.6,12.773,0.0189,1e-05,0.01274,1e-05,5.298,0.108,1000,2.0385050962627407,0.47035496223802586
382,0.5,0.6,1.4,2.744,-0.3,13.1873,0.0502,3e-05,0.03553,4e-05,1.793,0.013,1000,0.7250418293363079,0.42740225412314237
383,0.5,0.6,1.4,2.744,-0.6,12.9538,0.03287,4e-05,0.02335,4e-05,2.826,0.046,1000,1.627742392073602,0.4509339193395443
384,0.5,0.5,1.4,2.744,-0.3,13.383,0.06459,6e-05,0.04773,3e-05,1.321,0.006,1000,0.45420136260408783,0.4089253488351404
385,0.5,0.5,1.4,2.744,-0.6,13.0948,0.04394,4e-05,0.0321,4e-05,2.04,0.021,1000,1.0294117647058825,0.4365237300277818
386,0.5,1.0,1.2,1.728,0.05,11.716,0.03096,3e-05,0.02416,3e-05,3.133,0.029,1000,0.9256303862112992,0.444093997945734
387,0.5,1.0,1.2,1.728,0.0,11.6848,0.02856,3e-05,0.02226,2e-05,3.392,0.026,1000,0.7665094339622642,0.44766087859820375
388,0.5,1.0,1.2,1.728,-0.3,11.5208,0.01546,2e-05,0.01217,1e-05,6.53,0.084,1000,1.2863705972434916,0.4670518326073444
389,0.5,1.0,1.2,1.728,-0.6,11.3879,0.00639,1e-05,0.00498,1e-05,17.83,0.452,1000,2.5350532809871007,0.48359528523927525
390,0.5,0.8,1.2,1.728,0.05,11.8913,0.04378,4e-05,0.03655,2e-05,2.075,0.022,1000,1.0602409638554215,0.4247417822494843
391,0.5,0.8,1.2,1.728,0.0,11.8527,0.04117,5e-05,0.03399,4e-05,2.25,0.021,1000,0.9333333333333333,0.4289050067063682
392,0.5,0.8,1.2,1.728,-0.3,11.6474,0.02499,3e-05,0.02049,3e-05,3.825,0.052,1000,1.3594771241830066,0.4519870805596683
393,0.5,0.8,1.2,1.728,-0.6,11.4963,0.01365,1e-05,0.01122,1e-05,7.428,0.146,1000,1.9655358104469574,0.4700442318513355
394,0.5,0.6,1.2,1.728,0.0,12.1239,0.06022,3e-05,0.05426,5e-05,1.4,0.006,1000,0.4285714285714286,0.40076146535757873
395,0.5,0.6,1.2,1.728,-0.3,11.8421,0.04034,4e-05,0.03469,3e-05,2.23,0.042,1000,1.883408071748879,0.43005779138494976
396,0.5,0.6,1.2,1.728,-0.6,11.6482,0.02525,4e-05,0.02163,1e-05,3.642,0.049,1000,1.3454146073585944,0.45189395934841137
397,0.5,0.5,1.2,1.728,-0.3,11.9915,0.05204,4e-05,0.04614,6e-05,1.668,0.023,1000,1.3788968824940047,0.4141831791167289
398,0.5,0.5,1.2,1.728,-0.6,11.7602,0.03431,4e-05,0.03008,3e-05,2.611,0.04,1000,1.5319800842589044,0.43910549275972627
399,0.5,1.0,1.0,1.0,0.05,10.5642,0.02715,3e-05,0.02714,2e-05,3.456,0.045,1000,1.3020833333333333,0.444108186105292
400,0.5,1.0,1.0,1.0,0.0,10.5352,0.0249,2e-05,0.02491,3e-05,3.789,0.045,1000,1.187648456057007,0.4477857495198643
401,0.5,0.8,1.0,1.0,0.05,10.7043,0.03781,3e-05,0.03984,2e-05,2.367,0.021,1000,0.8871989860583017,0.42689769095743685
402,0.5,0.8,1.0,1.0,0.0,10.6694,0.03518,3e-05,0.03682,3e-05,2.563,0.042,1000,1.6387046429964884,0.4311006030735192
403,0.5,0.8,1.0,1.0,-0.3,10.4946,0.02101,3e-05,0.02167,3e-05,4.475,0.071,1000,1.5865921787709498,0.4530028682355582
404,0.5,0.6,1.0,1.0,0.05,10.9212,0.05391,5e-05,0.06088,2e-05,1.561,0.017,1000,1.089045483664318,0.4019643533457755
405,0.5,0.6,1.0,1.0,0.0,10.8726,0.05078,3e-05,0.0564,5e-05,1.681,0.019,1000,1.1302795954788816,0.4073787676396955
406,0.5,0.6,1.0,1.0,-0.3,10.6451,0.03285,5e-05,0.0352,5e-05,2.705,0.023,1000,0.8502772643253234,0.4340596197825481
407,0.5,0.6,1.0,1.0,-0.6,10.49,0.02047,2e-05,0.02169,2e-05,4.527,0.058,1000,1.281201678815993,0.45359907236511615
408,0.5,0.5,1.0,1.0,0.0,11.0334,0.06222,8e-05,0.07246,5e-05,1.33,0.025,1000,1.8796992481203008,0.3898257586533969
409,0.5,0.5,1.0,1.0,-0.3,10.7556,0.0419,3e-05,0.04595,2e-05,2.083,0.017,1000,0.8161305808929429,0.4208183749086212
410,0.5,0.5,1.0,1.0,-0.6,10.5765,0.02732,2e-05,0.02955,3e-05,3.276,0.029,1000,0.8852258852258854,0.44256055301182484
411,0.7,1.0,1.6,4.096,0.05,13.0899,0.0382,3e-05,0.01997,3e-05,2.699,0.032,1000,1.1856243052982587,0.4502739615894428
412,0.7,1.0,1.6,4.096,0.0,13.0519,0.03592,3e-05,0.01856,5e-05,2.945,0.033,1000,1.1205432937181665,0.4542182781374439
413,0.7,1.0,1.6,4.096,-0.3,12.8679,0.0222,2e-05,0.0109,2e-05,5.04,0.066,1000,1.3095238095238095,0.47398302464898245
414,0.7,1.0,1.6,4.096,-0.6,12.7304,0.01244,2e-05,0.00567,2e-05,9.922,0.148,1000,1.4916347510582542,0.48950786082533826
415,0.7,0.8,1.6,4.096,0.0,13.1897,0.04553,4e-05,0.02559,3e-05,2.134,0.021,1000,0.9840674789128399,0.4401300962781518
416,0.7,0.8,1.6,4.096,-0.3,12.972,0.0307,4e-05,0.0161,2e-05,3.401,0.034,1000,0.9997059688326965,0.4626632451374467
417,0.7,0.8,1.6,4.096,-0.6,12.8155,0.01906,3e-05,0.00949,2e-05,5.953,0.065,1000,1.0918864438098437,0.479820893138858
418,0.7,0.6,1.6,4.096,-0.3,13.1228,0.04309,2e-05,0.02441,4e-05,2.232,0.03,1000,1.3440860215053763,0.44689581720975863
419,0.7,0.6,1.6,4.096,-0.6,12.9364,0.0292,2e-05,0.01577,2e-05,3.507,0.064,1000,1.8249215854006273,0.4664934095278363
420,0.7,0.5,1.6,4.096,-0.3,13.2341,0.05158,4e-05,0.03082,2e-05,1.79,0.02,1000,1.1173184357541899,0.43571507277061755
421,0.7,0.5,1.6,4.096,-0.6,13.0208,0.03653,4e-05,0.02063,2e-05,2.729,0.053,1000,1.9421033345547818,0.4574807402406272
422,0.7,1.0,1.4,2.744,0.05,12.1237,0.03297,4e-05,0.02108,2e-05,2.99,0.027,1000,0.903010033444816,0.44755870608767495
423,0.7,1.0,1.4,2.744,0.0,12.0924,0.03085,4e-05,0.01951,4e-05,3.24,0.035,1000,1.080246913580247,0.45104309594833764
424,0.7,1.0,1.4,2.744,-0.3,11.9276,0.01807,2e-05,0.01087,2e-05,5.94,0.095,1000,1.5993265993265993,0.46999837279597484
425,0.7,1.0,1.4,2.744,-0.6,11.8023,0.00898,1e-05,0.00497,1e-05,13.68,0.317,1000,2.3172514619883042,0.48512717664164706
426,0.7,0.8,1.4,2.744,0.05,12.2469,0.04122,4e-05,0.02856,4e-05,2.239,0.021,1000,0.9379187137114784,0.43418722210486144
427,0.7,0.8,1.4,2.744,0.0,12.2079,0.03934,6e-05,0.02659,3e-05,2.398,0.02,1000,0.8340283569641367,0.43836176202204447
428,0.7,0.8,1.4,2.744,-0.3,12.0214,0.02547,2e-05,0.01616,2e-05,3.921,0.025,1000,0.6375924509053813,0.4590821522716415
429,0.7,0.8,1.4,2.744,-0.6,11.8831,0.0149,2e-05,0.00894,2e-05,7.271,0.117,1000,1.6091321688901115,0.47529834028059165
430,0.7,0.6,1.4,2.744,-0.3,12.152,0.0362,5e-05,0.02452,3e-05,2.621,0.033,1000,1.2590614269362839,0.44443911158504334
431,0.7,0.6,1.4,2.744,-0.6,11.9919,0.02376,2e-05,0.0153,2e-05,4.204,0.033,1000,0.784966698382493,0.4624785113937692
432,0.7,0.5,1.4,2.744,-0.3,12.2428,0.04352,3e-05,0.03073,4e-05,2.094,0.028,1000,1.337153772683859,0.43462358400870127
433,0.7,0.5,1.4,2.744,-0.6,12.0672,0.03014,4e-05,0.02017,3e-05,3.208,0.024,1000,0.7481296758104737,0.4538747483991749
434,0.7,1.0,1.2,1.728,0.05,11.2736,0.02899,3e-05,0.0229,4e-05,3.327,0.032,1000,0.9618274721971747,0.4452466372711204
435,0.7,1.0,1.2,1.728,0.0,11.246,0.02691,2e-05,0.02108,4e-05,3.622,0.048,1000,1.3252346769740475,0.4485328700093279
436,0.7,1.0,1.2,1.728,-0.3,11.0959,0.01491,1e-05,0.01096,1e-05,7.051,0.1,1000,1.4182385477237271,0.46698282749743025
437,0.7,0.8,1.2,1.728,0.05,11.373,0.03628,2e-05,0.03045,4e-05,2.542,0.01,1000,0.39339103068450043,0.433674009457091
438,0.7,0.8,1.2,1.728,0.0,11.3411,0.03421,3e-05,0.0283,3e-05,2.733,0.04,1000,1.4635931211123308,0.4373437989640835
439,0.7,0.8,1.2,1.728,-0.3,11.181,0.0215,3e-05,0.01666,3e-05,4.558,0.027,1000,0.5923650724001756,0.456400982037311
440,0.7,0.8,1.2,1.728,-0.6,11.053,0.0115,1e-05,0.0083,1e-05,9.532,0.144,1000,1.5107007973143096,0.4724414595840595
441,0.7,0.6,1.2,1.728,0.0,11.4766,0.04386,3e-05,0.03929,8e-05,2.007,0.027,1000,1.345291479820628,0.42203529916613025
442,0.7,0.6,1.2,1.728,-0.3,11.2925,0.03059,4e-05,0.02509,4e-05,3.044,0.032,1000,1.0512483574244416,0.44301477939077827
443,0.7,0.6,1.2,1.728,-0.6,11.1563,0.01962,2e-05,0.0152,2e-05,5.126,0.064,1000,1.2485368708544675,0.4594391079248869
444,0.7,0.5,1.2,1.728,-0.3,11.3659,0.03669,4e-05,0.03122,3e-05,2.494,0.026,1000,1.0425020048115476,0.43448723391721406
445,0.7,0.5,1.2,1.728,-0.6,11.2217,0.02507,3e-05,0.02015,2e-05,3.833,0.057,1000,1.4870858335507435,0.45145300717468617
446,0.7,1.0,1.0,1.0,0.05,10.5587,0.02672,3e-05,0.02693,4e-05,3.523,0.04,1000,1.1353959693443088,0.4448025521501763
447,0.7,1.0,1.0,1.0,0.0,10.5347,0.02485,2e-05,0.02487,3e-05,3.768,0.03,1000,0.7961783439490446,0.4478495112315528
449,0.7,0.8,1.0,1.0,0.05,10.6362,0.03258,2e-05,0.03455,6e-05,2.806,0.017,1000,0.6058446186742695,0.43515014949716874
450,0.7,0.8,1.0,1.0,0.0,10.6108,0.03066,4e-05,0.03213,4e-05,3.024,0.04,1000,1.3227513227513228,0.4382826068979284
451,0.7,0.8,1.0,1.0,-0.3,10.4797,0.02033,2e-05,0.01988,2e-05,4.76,0.08,1000,1.680672268907563,0.45493785035671214
452,0.7,0.6,1.0,1.0,0.05,10.7396,0.04038,2e-05,0.04557,6e-05,2.186,0.03,1000,1.3723696248856359,0.4227020009376183
453,0.7,0.6,1.0,1.0,0.0,10.7108,0.03845,2e-05,0.04265,4e-05,2.323,0.021,1000,0.9040034438226432,0.42612095587206683
454,0.7,0.6,1.0,1.0,-0.3,10.5686,0.02724,3e-05,0.028,3e-05,3.409,0.025,1000,0.7333528894103843,0.44355373350155264
455,0.7,0.6,1.0,1.0,-0.6,10.4586,0.01856,2e-05,0.01798,2e-05,5.296,0.082,1000,1.5483383685800605,0.45769689109512157
456,0.7,0.5,1.0,1.0,0.0,10.7773,0.04343,4e-05,0.05017,7e-05,2.018,0.02,1000,0.9910802775024778,0.41828154721734373
457,0.7,0.5,1.0,1.0,-0.3,10.6261,0.03191,2e-05,0.03388,5e-05,2.877,0.037,1000,1.2860618700034758,0.43639214663213527
458,0.7,0.5,1.0,1.0,-0.6,10.5121,0.02273,2e-05,0.02269,3e-05,4.233,0.055,1000,1.2993149066855658,0.45074422529771363
459,0.9,1.0,1.6,4.096,0.05,11.4863,0.02983,2e-05,0.01644,4e-05,3.251,0.028,1000,0.8612734543217473,0.4524773284887786
460,0.9,1.0,1.6,4.096,0.0,11.4688,0.0287,2e-05,0.01557,3e-05,3.412,0.035,1000,1.0257913247362251,0.454551767447222
461,0.9,1.0,1.6,4.096,-0.3,11.3731,0.0211,2e-05,0.00996,2e-05,5.01,0.029,1000,0.5788423153692616,0.4661231958229368
462,0.9,1.0,1.6,4.096,-0.6,11.2909,0.01452,2e-05,0.00574,2e-05,8.188,0.127,1000,1.55105031753786,0.47637790009563735
463,0.9,0.8,1.6,4.096,0.0,11.5132,0.03192,2e-05,0.01826,3e-05,2.994,0.05,1000,1.67000668002672,0.4493131628685053
464,0.9,0.8,1.6,4.096,-0.3,11.4177,0.02483,2e-05,0.01259,4e-05,4.094,0.049,1000,1.1968734733756716,0.4606821717336617
465,0.9,0.8,1.6,4.096,-0.6,11.3393,0.0183,1e-05,0.00801,1e-05,6.041,0.093,1000,1.5394802185068697,0.47030386997898777
466,0.9,0.6,1.6,4.096,-0.3,11.4709,0.02941,2e-05,0.01611,2e-05,3.318,0.036,1000,1.0849909584086799,0.45430216611618923
467,0.9,0.6,1.6,4.096,-0.6,11.3959,0.02307,3e-05,0.01124,3e-05,4.535,0.046,1000,1.014332965821389,0.4633310442122158
468,0.9,0.5,1.6,4.096,-0.3,11.5029,0.03211,2e-05,0.01848,4e-05,2.955,0.031,1000,1.0490693739424704,0.4505212245175733
469,0.9,0.5,1.6,4.096,-0.6,11.43,0.02611,3e-05,0.01345,3e-05,3.873,0.062,1000,1.600826232894397,0.459196529946574
470,0.9,1.0,1.4,2.744,0.05,11.1058,0.02776,3e-05,0.01812,4e-05,3.469,0.022,1000,0.6341885269530123,0.44891603703941374
471,0.9,1.0,1.4,2.744,0.0,11.0905,0.02665,3e-05,0.01712,3e-05,3.642,0.052,1000,1.4277869302581,0.4507765199145193
472,0.9,1.0,1.4,2.744,-0.3,11.0058,0.01981,1e-05,0.01116,4e-05,5.231,0.073,1000,1.3955266679411202,0.4612642705625165
473,0.9,1.0,1.4,2.744,-0.6,10.9274,0.01374,2e-05,0.00654,1e-05,8.328,0.149,1000,1.7891450528338135,0.4712638668450969
474,0.9,0.8,1.4,2.744,0.05,11.1425,0.03043,2e-05,0.02082,4e-05,3.096,0.017,1000,0.5490956072351422,0.444494853161654
475,0.9,0.8,1.4,2.744,0.0,11.1271,0.02948,3e-05,0.01995,4e-05,3.186,0.04,1000,1.2554927809165097,0.44634296244953653
476,0.9,0.8,1.4,2.744,-0.3,11.0457,0.02306,2e-05,0.01382,4e-05,4.362,0.051,1000,1.169188445667125,0.4562836782847459
477,0.9,0.8,1.4,2.744,-0.6,10.9732,0.01715,2e-05,0.00895,3e-05,6.306,0.075,1000,1.1893434823977165,0.4653875709141364
478,0.9,0.6,1.4,2.744,-0.3,11.0938,0.02705,4e-05,0.01755,4e-05,3.581,0.051,1000,1.424183189053337,0.45037437094911936
479,0.9,0.6,1.4,2.744,-0.6,11.0261,0.02143,1e-05,0.01234,3e-05,4.814,0.057,1000,1.184046530951392,0.4587212764053642
480,0.9,0.5,1.4,2.744,-0.3,11.1236,0.02951,3e-05,0.01999,6e-05,3.211,0.033,1000,1.027717222049206,0.44676441556563706
481,0.9,0.5,1.4,2.744,-0.6,11.057,0.02405,2e-05,0.0146,5e-05,4.151,0.066,1000,1.5899783184774756,0.45488617316389535
482,0.9,1.0,1.2,1.728,0.05,10.7915,0.02635,1e-05,0.02099,5e-05,3.618,0.044,1000,1.2161415146489771,0.4469633793742634
483,0.9,1.0,1.2,1.728,0.0,10.7793,0.0254,3e-05,0.0199,4e-05,3.755,0.027,1000,0.7190412782956059,0.4484827156585987
484,0.9,1.0,1.2,1.728,-0.3,10.7069,0.01969,2e-05,0.01362,4e-05,5.094,0.071,1000,1.3937966234786021,0.4576422874705686
485,0.9,1.0,1.2,1.728,-0.6,10.6389,0.01466,2e-05,0.00881,2e-05,7.291,0.081,1000,1.1109587162254835,0.4664737470294933
486,0.9,0.8,1.2,1.728,0.05,10.8226,0.02873,2e-05,0.02398,7e-05,3.252,0.034,1000,1.0455104551045513,0.4431212376112741
487,0.9,0.8,1.2,1.728,0.0,10.81,0.02783,1e-05,0.02284,4e-05,3.383,0.038,1000,1.1232633757020396,0.4446725339976183
488,0.9,0.8,1.2,1.728,-0.3,10.7411,0.02236,2e-05,0.01635,3e-05,4.343,0.045,1000,1.036150126640571,0.45328474922561535
489,0.9,0.8,1.2,1.728,-0.6,10.6784,0.01749,2e-05,0.01128,2e-05,5.909,0.067,1000,1.1338635979015061,0.46131633412986156
490,0.9,0.6,1.2,1.728,0.05,10.8569,0.03134,3e-05,0.02764,7e-05,2.936,0.025,1000,0.8514986376021798,0.43893465831568557
491,0.9,0.6,1.2,1.728,0.0,10.8456,0.03062,3e-05,0.02674,6e-05,3.034,0.053,1000,1.746868820039552,0.44030806260970756
492,0.9,0.6,1.2,1.728,-0.3,10.7823,0.02565,2e-05,0.02012,6e-05,3.719,0.041,1000,1.102446894326432,0.4481084706925205
493,0.9,0.6,1.2,1.728,-0.6,10.725,0.021,2e-05,0.01473,5e-05,4.792,0.083,1000,1.7320534223706179,0.45532918147088564
494,0.9,0.5,1.2,1.728,0.0,10.867,0.03217,2e-05,0.029,4e-05,2.858,0.024,1000,0.8397480755773268,0.4377119323601018
495,0.9,0.5,1.2,1.728,-0.3,10.8069,0.0277,2e-05,0.02267,4e-05,3.411,0.031,1000,0.9088243916739959,0.4450553117553783
496,0.9,0.5,1.2,1.728,-0.6,10.7528,0.02321,2e-05,0.0171,5e-05,4.214,0.1,1000,2.3730422401518743,0.4518067166047974
497,0.9,1.0,1.0,1.0,0.05,10.5457,0.0257,3e-05,0.02616,6e-05,3.656,0.041,1000,1.1214442013129104,0.4464495450341269
498,0.9,1.0,1.0,1.0,0.0,10.5362,0.02498,2e-05,0.02502,5e-05,3.814,0.017,1000,0.44572627163083384,0.4476582624036956
499,0.9,1.0,1.0,1.0,-0.3,10.477,0.02057,2e-05,0.0184,4e-05,4.759,0.076,1000,1.5969741542340825,0.4552896635017159
500,0.9,1.0,1.0,1.0,-0.6,10.4222,0.01679,2e-05,0.0134,3e-05,6.032,0.103,1000,1.7075596816976126,0.4625092400100609
501,0.9,0.8,1.0,1.0,0.05,10.5693,0.02747,2e-05,0.02932,6e-05,3.394,0.038,1000,1.1196228638774306,0.4434656102434988
502,0.9,0.8,1.0,1.0,0.0,10.5595,0.0268,2e-05,0.02812,3e-05,3.492,0.039,1000,1.1168384879725086,0.4447014635332738
503,0.9,0.8,1.0,1.0,-0.3,10.5053,0.02263,2e-05,0.02127,5e-05,4.257,0.031,1000,0.728212356119333,0.4516200818131015
504,0.9,0.8,1.0,1.0,-0.6,10.4534,0.01889,2e-05,0.01593,4e-05,5.219,0.051,1000,0.9771986970684038,0.4583802691241512
505,0.9,0.6,1.0,1.0,0.05,10.5961,0.02958,3e-05,0.03338,0.0001,3.129,0.044,1000,1.4062000639181846,0.4401092307990593
506,0.9,0.6,1.0,1.0,0.0,10.5873,0.02892,2e-05,0.03206,6e-05,3.21,0.042,1000,1.3084112149532712,0.4412075791792136
507,0.9,0.6,1.0,1.0,-0.3,10.5378,0.02509,3e-05,0.02502,5e-05,3.778,0.029,1000,0.7676019057702489,0.44745438366045426
508,0.9,0.6,1.0,1.0,-0.6,10.4906,0.02154,2e-05,0.01949,3e-05,4.498,0.041,1000,0.9115162294353046,0.4535212472994919
509,0.9,0.5,1.0,1.0,0.05,10.6093,0.03068,2e-05,0.03582,8e-05,2.991,0.016,1000,0.5349381477766634,0.4384685334524218
510,0.9,0.5,1.0,1.0,0.0,10.6021,0.03013,4e-05,0.03461,6e-05,3.057,0.026,1000,0.850507033038927,0.43936244631706844
511,0.9,0.5,1.0,1.0,-0.3,10.5566,0.02654,3e-05,0.02751,4e-05,3.527,0.024,1000,0.6804649844060108,0.4450680555851672
512,0.9,0.5,1.0,1.0,-0.6,10.5125,0.02315,2e-05,0.02185,6e-05,4.14,0.053,1000,1.280193236714976,0.4506927748825253
513,0.1,1.0,1.6,4.096,0.05,20.8742,0.0519,9e-05,0.02453,4e-05,2.412,0.057,2000,2.3631840796019903,0.43593886464252385
514,0.1,1.0,1.6,4.096,0.0,20.8612,0.04987,0.00011,0.02416,2e-05,2.443,0.024,2000,0.9823986901350797,0.43675436004827206
515,0.1,1.0,1.6,4.096,-0.3,20.7754,0.03936,0.0001,0.02176,3e-05,2.719,0.071,2000,2.6112541375505702,0.44218797361953927
516,0.1,1.0,1.6,4.096,-0.6,20.6993,0.03122,0.00011,0.01957,1e-05,3.068,0.081,2000,2.640156453715776,0.4470829755127556
517,0.1,0.8,1.6,4.096,0.05,21.4796,0.087,8e-05,0.04597,2e-05,1.232,0.011,2000,0.8928571428571428,0.4001073604722424
518,0.1,0.8,1.6,4.096,0.0,21.4548,0.08382,8e-05,0.04523,5e-05,1.258,0.011,2000,0.874403815580286,0.40149643938439966
519,0.1,0.8,1.6,4.096,-0.3,21.3272,0.06742,0.00018,0.04111,6e-05,1.393,0.013,2000,0.9332376166547021,0.408746064769105
520,0.1,0.8,1.6,4.096,-0.6,21.209,0.05471,0.00013,0.03734,3e-05,1.552,0.038,2000,2.4484536082474224,0.415618177017069
521,0.1,0.6,1.6,4.096,0.05,22.7989,0.16243,0.00021,0.09489,0.0002,0.565,0.012,2000,2.1238938053097347,0.3345903632088181
522,0.1,0.6,1.6,4.096,0.0,22.7457,0.15608,0.00054,0.09287,6e-05,0.589,0.024,2000,4.074702886247878,0.3369435824217462
523,0.1,0.6,1.6,4.096,-0.3,22.4839,0.12534,0.00028,0.0838,5e-05,0.648,0.015,2000,2.314814814814815,0.34885116230105306
524,0.1,0.6,1.6,4.096,-0.6,22.2623,0.10183,0.0002,0.07609,0.00013,0.717,0.009,2000,1.2552301255230125,0.35937264560861937
525,0.1,0.5,1.6,4.096,0.05,24.3145,0.24787,0.0004,0.15125,0.00021,0.352,0.011,2000,3.125,0.2758411658848554
526,0.1,0.5,1.6,4.096,0.0,24.2306,0.23798,0.00086,0.14881,7e-05,0.358,0.01,2000,2.793296089385475,0.27871645176457
527,0.1,0.5,1.6,4.096,-0.3,23.7623,0.1855,0.00059,0.13153,0.00018,0.399,0.007,2000,1.7543859649122808,0.2955219104944049
528,0.1,0.5,1.6,4.096,-0.6,23.395,0.14843,0.00038,0.11867,0.00014,0.445,0.01,2000,2.247191011235955,0.3096606070618481
529,0.1,1.0,1.4,2.744,0.05,18.2833,0.04137,0.00015,0.02464,1e-05,2.736,0.054,2000,1.9736842105263157,0.4402814472328737
530,0.1,1.0,1.4,2.744,0.0,18.2699,0.0398,9e-05,0.02416,2e-05,2.798,0.04,2000,1.4295925661186561,0.4412509270252183
531,0.1,1.0,1.4,2.744,-0.3,18.1929,0.0313,0.00017,0.02148,3e-05,3.185,0.046,2000,1.444270015698587,0.4468773515641702
532,0.1,1.0,1.4,2.744,-0.6,18.1168,0.02465,6e-05,0.0189,3e-05,3.645,0.035,2000,0.9602194787379974,0.45253239248630855
533,0.1,0.8,1.4,2.744,0.05,18.7924,0.0712,0.00013,0.04632,0.00011,1.404,0.026,2000,1.851851851851852,0.40545942283831315
534,0.1,0.8,1.4,2.744,0.0,18.7681,0.06852,0.00021,0.04539,3e-05,1.451,0.03,2000,2.067539627842867,0.40703636875482696
535,0.1,0.8,1.4,2.744,-0.3,18.6458,0.05513,5e-05,0.04059,3e-05,1.611,0.039,2000,2.4208566108007448,0.4150984167656548
536,0.1,0.8,1.4,2.744,-0.6,18.5364,0.04454,0.00012,0.03639,3e-05,1.823,0.024,2000,1.3165112452002194,0.42249148820657545
537,0.1,0.6,1.4,2.744,0.05,19.9518,0.13816,0.00047,0.09773,9e-05,0.63,0.004,2000,0.634920634920635,0.3388035041075574
538,0.1,0.6,1.4,2.744,0.0,19.8979,0.13269,0.00019,0.09547,6e-05,0.651,0.015,2000,2.304147465437788,0.3415642508448259
539,0.1,0.6,1.4,2.744,-0.3,19.6319,0.1059,0.0002,0.08442,0.00014,0.755,0.008,2000,1.0596026490066226,0.35563716697229575
540,0.1,0.6,1.4,2.744,-0.6,19.4138,0.08562,0.00026,0.07522,4e-05,0.826,0.027,2000,3.268765133171913,0.3677583039827138
541,0.1,0.5,1.4,2.744,0.05,21.6183,0.22832,0.00042,0.17133,0.00016,0.349,0.004,2000,1.1461318051575933,0.266335785782223
542,0.1,0.5,1.4,2.744,0.0,21.4808,0.21706,0.00069,0.16585,0.00016,0.364,0.003,2000,0.8241758241758241,0.2714830920106606
