,X_1,epsilon_2,sigma_2,mass_2,k_12,BoxLength,Dself_1,Dself_1_err,Dself_2,Dself_2_err,Viscosity,Viscosity_err,num_particles,visc_rel_err,zeta
176,0.7,1.0,1.2,1.728,-0.3,8.8069,0.01459,2e-05,0.01065,2e-05,7.067,0.147,500,2.0800905617659544,0.4669703667509348
177,0.7,0.8,1.2,1.728,0.05,9.0267,0.03546,2e-05,0.02953,4e-05,2.533,0.015,500,0.5921831819976313,0.4336820926317891
178,0.7,0.8,1.2,1.728,0.0,9.0015,0.0334,3e-05,0.02738,5e-05,2.731,0.03,500,1.0984987184181618,0.4373346214751737
179,0.7,0.8,1.2,1.728,-0.3,8.8743,0.02103,3e-05,0.01621,3e-05,4.612,0.067,500,1.4527320034692108,0.45641110051433154
180,0.7,0.8,1.2,1.728,-0.6,8.7728,0.01125,2e-05,0.00806,2e-05,9.591,0.214,500,2.2312584714836827,0.4724369220057425
181,0.7,0.6,1.2,1.728,-0.3,8.9629,0.02991,2e-05,0.0244,6e-05,3.07,0.034,500,1.1074918566775247,0.44300932107343566
182,0.7,0.6,1.2,1.728,-0.6,8.8548,0.01918,2e-05,0.0148,2e-05,5.1,0.09,500,1.7647058823529413,0.4594330650159158
183,0.7,0.5,1.2,1.728,-0.3,9.0211,0.03586,2e-05,0.03034,6e-05,2.477,0.02,500,0.8074283407347599,0.4344902405197474
184,0.7,0.5,1.2,1.728,-0.6,8.9066,0.02451,4e-05,0.0196,4e-05,3.857,0.049,500,1.2704174228675136,0.45146352882465646
185,0.7,1.0,1.0,1.0,0.05,8.3805,0.02608,3e-05,0.02627,4e-05,3.559,0.04,500,1.12391121101433,0.44479391310211097
186,0.7,1.0,1.0,1.0,0.0,8.3614,0.02428,3e-05,0.02428,5e-05,3.889,0.067,500,1.722807919773721,0.4478490181041886
187,0.7,0.8,1.0,1.0,0.05,8.442,0.03177,3e-05,0.03372,4e-05,2.784,0.027,500,0.9698275862068967,0.43514358276374004
188,0.7,0.8,1.0,1.0,0.0,8.4218,0.02993,4e-05,0.03134,5e-05,3.005,0.039,500,1.29783693843594,0.43828222300583036
189,0.7,0.8,1.0,1.0,-0.3,8.3177,0.01984,2e-05,0.01942,3e-05,4.822,0.054,500,1.119867274989631,0.4549449720561197
190,0.7,0.6,1.0,1.0,0.05,8.524,0.03935,2e-05,0.04445,8e-05,2.2,0.028,500,1.2727272727272727,0.4227058940616044
191,0.7,0.6,1.0,1.0,0.0,8.5012,0.03749,3e-05,0.04164,6e-05,2.324,0.032,500,1.376936316695353,0.4261160828142324
192,0.7,0.6,1.0,1.0,-0.3,8.3883,0.02657,3e-05,0.02732,4e-05,3.452,0.039,500,1.1297798377752029,0.44355426950928284
193,0.7,0.6,1.0,1.0,-0.6,8.301,0.01816,2e-05,0.01755,3e-05,5.322,0.062,500,1.1649755730928222,0.4576962825516134
194,0.7,0.5,1.0,1.0,0.0,8.5539,0.04232,3e-05,0.04894,7e-05,1.999,0.027,500,1.3506753376688345,0.4182886883505074
195,0.7,0.5,1.0,1.0,-0.3,8.4339,0.03111,3e-05,0.03308,4e-05,2.862,0.014,500,0.4891684136967156,0.43639853571252013
196,0.7,0.5,1.0,1.0,-0.6,8.3435,0.0222,4e-05,0.02216,3e-05,4.243,0.068,500,1.6026396417629036,0.45073762894286745
197,0.9,1.0,1.6,4.096,0.05,9.1167,0.02922,4e-05,0.01571,6e-05,3.217,0.023,500,0.7149518184644078,0.4524747007351922
198,0.9,1.0,1.6,4.096,0.0,9.1028,0.02807,3e-05,0.01491,5e-05,3.423,0.057,500,1.6652059596844873,0.454550657745151
199,0.9,1.0,1.6,4.096,-0.3,9.0269,0.02065,2e-05,0.00951,3e-05,5.033,0.081,500,1.6093781045102322,0.46611319668512136
200,0.9,1.0,1.6,4.096,-0.6,8.9616,0.01424,1e-05,0.00547,1e-05,8.199,0.191,500,2.3295523844371266,0.4763768266568395
201,0.9,0.8,1.6,4.096,0.0,9.138,0.03123,3e-05,0.01748,5e-05,3.002,0.036,500,1.1992005329780147,0.449318015314743
202,0.9,0.8,1.6,4.096,-0.3,9.0622,0.02429,3e-05,0.01199,4e-05,4.116,0.056,500,1.360544217687075,0.46068743255406314
203,0.9,0.8,1.6,4.096,-0.6,9.0,0.01795,2e-05,0.00763,2e-05,6.119,0.103,500,1.6832815819578362,0.4703051828007765
204,0.9,0.6,1.6,4.096,-0.3,9.1045,0.02877,4e-05,0.01542,6e-05,3.323,0.047,500,1.4143845922359315,0.45429608302675895
205,0.9,0.6,1.6,4.096,-0.6,9.0449,0.02261,2e-05,0.01076,4e-05,4.519,0.074,500,1.6375304270856383,0.4633359348559546
206,0.9,0.5,1.6,4.096,-0.3,9.1299,0.03139,3e-05,0.01771,3e-05,2.972,0.033,500,1.110363391655451,0.450514974471953
207,0.9,0.5,1.6,4.096,-0.6,9.072,0.02556,3e-05,0.01286,4e-05,3.884,0.043,500,1.1071060762100926,0.4591960762165547
208,0.9,1.0,1.4,2.744,0.05,8.8147,0.0271,5e-05,0.01751,4e-05,3.484,0.027,500,0.7749712973593571,0.4489128746362636
209,0.9,1.0,1.4,2.744,0.0,8.8025,0.02601,3e-05,0.01654,4e-05,3.629,0.033,500,0.9093414163681456,0.45078200198759866
210,0.9,1.0,1.4,2.744,-0.3,8.7353,0.01938,2e-05,0.01072,4e-05,5.195,0.106,500,2.040423484119345,0.46126573571441815
211,0.9,1.0,1.4,2.744,-0.6,8.6731,0.01344,2e-05,0.00626,2e-05,8.274,0.139,500,1.6799613246313758,0.4712611165071151
212,0.9,0.8,1.4,2.744,0.05,8.8438,0.0297,2e-05,0.02,4e-05,3.088,0.025,500,0.8095854922279793,0.4444960761208936
213,0.9,0.8,1.4,2.744,0.0,8.8316,0.02877,4e-05,0.01921,6e-05,3.199,0.038,500,1.187871209753048,0.44634070678456084
214,0.9,0.8,1.4,2.744,-0.3,8.7669,0.02253,3e-05,0.0133,3e-05,4.304,0.036,500,0.8364312267657992,0.45629584156424124
215,0.9,0.8,1.4,2.744,-0.6,8.7095,0.01681,2e-05,0.00858,2e-05,6.315,0.119,500,1.8844022169437844,0.4653770890287455
216,0.9,0.6,1.4,2.744,-0.3,8.8052,0.02643,3e-05,0.0169,3e-05,3.559,0.034,500,0.9553245293621805,0.4503674498256472
217,0.9,0.6,1.4,2.744,-0.6,8.7515,0.02096,2e-05,0.01182,6e-05,4.692,0.059,500,1.257459505541347,0.4587089119644772
218,0.9,0.5,1.4,2.744,-0.3,8.8288,0.02882,5e-05,0.01927,6e-05,3.208,0.051,500,1.5897755610972566,0.44676550416565647
219,0.9,0.5,1.4,2.744,-0.6,8.776,0.02352,3e-05,0.01408,4e-05,4.115,0.062,500,1.5066828675577157,0.4548778875796266
220,0.9,1.0,1.2,1.728,0.05,8.5652,0.02571,2e-05,0.02035,5e-05,3.603,0.038,500,1.0546766583402718,0.44696638925409515
221,0.9,1.0,1.2,1.728,0.0,8.5555,0.0248,5e-05,0.01932,2e-05,3.8,0.047,500,1.236842105263158,0.4484883896255891
222,0.9,1.0,1.2,1.728,-0.3,8.498,0.01925,3e-05,0.01321,4e-05,5.131,0.087,500,1.6955759111284348,0.4576539459221552
223,0.9,1.0,1.2,1.728,-0.6,8.4441,0.01434,3e-05,0.00851,3e-05,7.347,0.137,500,1.864706682999864,0.4664738341844078
224,0.9,0.8,1.2,1.728,0.05,8.5899,0.028,5e-05,0.02326,8e-05,3.254,0.025,500,0.7682851874615857,0.4431217502528212
225,0.9,0.8,1.2,1.728,0.0,8.5799,0.02713,3e-05,0.02219,6e-05,3.413,0.055,500,1.6114854966305303,0.444672951604251
226,0.9,0.8,1.2,1.728,-0.3,8.5252,0.02182,1e-05,0.01583,6e-05,4.438,0.037,500,0.8337088778729157,0.45328741618107554
227,0.9,0.8,1.2,1.728,-0.6,8.4754,0.01708,2e-05,0.0109,4e-05,5.904,0.101,500,1.7107046070460707,0.4613247757360808
228,0.9,0.6,1.2,1.728,0.05,8.6171,0.03056,4e-05,0.02679,8e-05,2.934,0.021,500,0.7157464212678937,0.4389388210371152
229,0.9,0.6,1.2,1.728,0.0,8.6081,0.02986,5e-05,0.02587,8e-05,3.007,0.03,500,0.9976720984369803,0.44031702800375194
230,0.9,0.6,1.2,1.728,-0.3,8.5579,0.02507,3e-05,0.01954,4e-05,3.745,0.036,500,0.9612817089452602,0.44811116964077335
231,0.9,0.6,1.2,1.728,-0.6,8.5125,0.02053,2e-05,0.01433,4e-05,4.721,0.081,500,1.7157381910612157,0.4553192551549593
232,0.9,0.5,1.2,1.728,0.0,8.6251,0.03138,2e-05,0.02803,8e-05,2.857,0.038,500,1.3300665033251662,0.4377185727293507
233,0.9,0.5,1.2,1.728,-0.3,8.5774,0.02702,3e-05,0.02198,5e-05,3.43,0.044,500,1.2827988338192418,0.44506188289769194
234,0.9,0.5,1.2,1.728,-0.6,8.5345,0.02267,2e-05,0.01663,6e-05,4.2,0.063,500,1.5,0.45180719556431587
235,0.9,1.0,1.0,1.0,0.05,8.3702,0.02506,3e-05,0.02552,8e-05,3.69,0.051,500,1.3821138211382114,0.4464379660251662
236,0.9,1.0,1.0,1.0,0.0,8.3626,0.02438,4e-05,0.02437,5e-05,3.834,0.052,500,1.356285863328117,0.44765625208359444
237,0.9,1.0,1.0,1.0,-0.3,8.3156,0.02007,2e-05,0.01792,7e-05,4.735,0.046,500,0.9714889123548045,0.4552897309665761
238,0.9,1.0,1.0,1.0,-0.6,8.2721,0.01638,2e-05,0.01302,3e-05,6.101,0.069,500,1.1309621373545322,0.46251018300679997
239,0.9,0.8,1.0,1.0,0.05,8.3889,0.0268,3e-05,0.02865,7e-05,3.412,0.033,500,0.9671746776084409,0.4434591032082643
240,0.9,0.8,1.0,1.0,0.0,8.3811,0.02617,2e-05,0.02746,5e-05,3.572,0.053,500,1.4837625979843225,0.4446983920215606
241,0.9,0.8,1.0,1.0,-0.3,8.3381,0.02209,4e-05,0.0207,9e-05,4.253,0.042,500,0.9875382083235363,0.45161392924726707
242,0.9,0.8,1.0,1.0,-0.6,8.2968,0.01845,2e-05,0.01553,4e-05,5.352,0.027,500,0.5044843049327354,0.4583917185035079
243,0.9,0.6,1.0,1.0,0.05,8.4102,0.02887,4e-05,0.03264,5e-05,3.128,0.032,500,1.0230179028132993,0.44009826401305907
244,0.9,0.6,1.0,1.0,0.0,8.4031,0.0282,3e-05,0.03132,0.0001,3.197,0.043,500,1.3450109477635281,0.44121475860097553
245,0.9,0.6,1.0,1.0,-0.3,8.3638,0.02447,3e-05,0.02445,7e-05,3.769,0.032,500,0.8490315733616344,0.44746359667589747
246,0.9,0.6,1.0,1.0,-0.6,8.3264,0.021,3e-05,0.01899,6e-05,4.573,0.046,500,1.005904220424229,0.4535203874521169
247,0.9,0.5,1.0,1.0,0.05,8.4206,0.02997,4e-05,0.03489,8e-05,3.026,0.023,500,0.7600793126239259,0.43846962543135426
248,0.9,0.5,1.0,1.0,0.0,8.4149,0.0294,3e-05,0.0338,6e-05,3.09,0.036,500,1.1650485436893203,0.43936124750011396
249,0.9,0.5,1.0,1.0,-0.3,8.3788,0.0259,4e-05,0.02685,8e-05,3.586,0.05,500,1.3943112102621307,0.4450647047716099
250,0.9,0.5,1.0,1.0,-0.6,8.3438,0.02259,1e-05,0.02129,7e-05,4.221,0.053,500,1.255626628760957,0.4506890120919551
251,0.1,1.0,1.6,4.096,0.05,16.5679,0.05142,0.00013,0.02404,3e-05,2.386,0.029,1000,1.2154233025984913,0.43593598499563163
252,0.1,1.0,1.6,4.096,0.0,16.5575,0.04942,0.00014,0.02369,2e-05,2.439,0.023,1000,0.9430094300943008,0.4367579537486685
253,0.1,1.0,1.6,4.096,-0.3,16.4895,0.03892,9e-05,0.0213,2e-05,2.754,0.031,1000,1.1256354393609296,0.44218362194825694
254,0.1,1.0,1.6,4.096,-0.6,16.429,0.03088,7e-05,0.01918,2e-05,3.063,0.038,1000,1.2406137773424746,0.4470866735707235
255,0.1,0.8,1.6,4.096,0.05,17.0484,0.08609,9e-05,0.04502,3e-05,1.235,0.007,1000,0.5668016194331984,0.40010523545504056
256,0.1,0.8,1.6,4.096,0.0,17.0286,0.08299,9e-05,0.04429,2e-05,1.265,0.013,1000,1.0276679841897234,0.4015025256549646
257,0.1,0.8,1.6,4.096,-0.3,16.9274,0.06672,0.0001,0.04025,5e-05,1.397,0.022,1000,1.574803149606299,0.4087467788763387
258,0.1,0.8,1.6,4.096,-0.6,16.8336,0.05406,3e-05,0.0366,3e-05,1.542,0.019,1000,1.232166018158236,0.41561776634662345
259,0.1,0.6,1.6,4.096,0.05,18.0955,0.16094,0.00028,0.09308,8e-05,0.571,0.002,1000,0.35026269702276713,0.33459030340351775
260,0.1,0.6,1.6,4.096,0.0,18.0533,0.15481,0.00046,0.09119,0.00011,0.581,0.005,1000,0.8605851979345955,0.33694212966232406
261,0.1,0.6,1.6,4.096,-0.3,17.8455,0.12395,0.00037,0.08225,7e-05,0.646,0.009,1000,1.393188854489164,0.34885018035640875
262,0.1,0.6,1.6,4.096,-0.6,17.6696,0.10052,0.00027,0.07466,8e-05,0.728,0.012,1000,1.6483516483516483,0.3593725979931589
263,0.1,0.5,1.6,4.096,0.05,19.2984,0.24623,0.00047,0.14899,0.00014,0.351,0.007,1000,1.9943019943019946,0.27584251400630855
264,0.1,0.5,1.6,4.096,0.0,19.2318,0.23568,0.00022,0.14629,0.00014,0.356,0.003,1000,0.8426966292134832,0.27871818934001513
265,0.1,0.5,1.6,4.096,-0.3,18.8601,0.18383,0.00051,0.12922,0.00011,0.398,0.005,1000,1.2562814070351758,0.29552426127841364
266,0.1,0.5,1.6,4.096,-0.6,18.5686,0.14661,0.00026,0.11655,0.00011,0.45,0.005,1000,1.1111111111111112,0.30966179804072386
267,0.1,1.0,1.4,2.744,0.05,14.5115,0.0409,0.0001,0.02415,2e-05,2.736,0.026,1000,0.9502923976608186,0.44027824575070196
268,0.1,1.0,1.4,2.744,0.0,14.5008,0.03931,7e-05,0.02369,2e-05,2.774,0.033,1000,1.1896178803172315,0.4412535962697887
269,0.1,1.0,1.4,2.744,-0.3,14.4397,0.03088,7e-05,0.02107,2e-05,3.177,0.038,1000,1.196096946805162,0.44687867915081375
270,0.1,1.0,1.4,2.744,-0.6,14.3793,0.02429,5e-05,0.01853,2e-05,3.653,0.035,1000,0.9581166164796059,0.4525336849252577
271,0.1,0.8,1.4,2.744,0.05,14.9155,0.07041,0.00013,0.0454,5e-05,1.4,0.015,1000,1.0714285714285714,0.40546250259010164
272,0.1,0.8,1.4,2.744,0.0,14.8962,0.06769,0.00012,0.04446,3e-05,1.426,0.016,1000,1.1220196353436187,0.4070405364957159
273,0.1,0.8,1.4,2.744,-0.3,14.7992,0.05436,4e-05,0.03981,3e-05,1.616,0.029,1000,1.7945544554455446,0.41509684049157625
274,0.1,0.8,1.4,2.744,-0.6,14.7123,0.0439,8e-05,0.03568,4e-05,1.843,0.034,1000,1.8448182311448726,0.42249583278684755
275,0.1,0.6,1.4,2.744,0.05,15.8357,0.13651,0.00037,0.09592,7e-05,0.638,0.008,1000,1.2539184952978057,0.3388069800017766
276,0.1,0.6,1.4,2.744,0.0,15.793,0.13086,0.0002,0.09372,5e-05,0.651,0.005,1000,0.7680491551459293,0.34156254417131426
277,0.1,0.6,1.4,2.744,-0.3,15.5819,0.10439,0.00022,0.08286,8e-05,0.742,0.011,1000,1.4824797843665767,0.3556336993323618
278,0.1,0.6,1.4,2.744,-0.6,15.4087,0.08421,0.00016,0.07373,9e-05,0.84,0.007,1000,0.8333333333333335,0.367761402253759
279,0.1,0.5,1.4,2.744,0.05,17.1584,0.226,0.00045,0.16845,0.00019,0.349,0.004,1000,1.1461318051575933,0.2663383972835186
280,0.1,0.5,1.4,2.744,0.0,17.0493,0.21489,0.00039,0.16315,7e-05,0.363,0.002,1000,0.5509641873278237,0.27148415530892706
281,0.1,0.5,1.4,2.744,-0.3,16.5846,0.16231,0.00036,0.13789,8e-05,0.428,0.007,1000,1.635514018691589,0.29495050351534685
282,0.1,0.5,1.4,2.744,-0.6,16.2571,0.1272,0.00032,0.12004,0.00013,0.497,0.004,1000,0.8048289738430584,0.31313738065241636
283,0.1,1.0,1.2,1.728,0.05,12.4963,0.03234,7e-05,0.02435,2e-05,3.211,0.045,1000,1.4014325755216444,0.44412454087216097
284,0.1,1.0,1.2,1.728,0.0,12.4863,0.03094,5e-05,0.02377,2e-05,3.294,0.033,1000,1.0018214936247725,0.44519246409672336
285,0.1,1.0,1.2,1.728,-0.3,12.4258,0.02371,4e-05,0.02042,3e-05,3.892,0.059,1000,1.5159301130524152,0.4517269721241922
286,0.1,1.0,1.2,1.728,-0.6,12.3691,0.01808,3e-05,0.01742,2e-05,4.597,0.045,1000,0.9788992821405264,0.4579676464913374
287,0.1,0.8,1.2,1.728,0.05,12.8333,0.05749,0.00013,0.04639,3e-05,1.615,0.016,1000,0.9907120743034057,0.4100473973772067
288,0.1,0.8,1.2,1.728,0.0,12.8175,0.05538,6e-05,0.04537,2e-05,1.663,0.043,1000,2.585688514732411,0.41156565096339576
289,0.1,0.8,1.2,1.728,-0.3,12.7243,0.04381,5e-05,0.03967,3e-05,1.927,0.023,1000,1.193565127140633,0.42067567504567493
290,0.1,0.8,1.2,1.728,-0.6,12.6394,0.03463,7e-05,0.03457,3e-05,2.248,0.02,1000,0.889679715302491,0.4292098947043246
291,0.1,0.6,1.2,1.728,0.05,13.6084,0.11468,0.00024,0.09958,6e-05,0.719,0.006,1000,0.8344923504867872,0.34389661507444524
292,0.1,0.6,1.2,1.728,0.0,13.574,0.1107,0.00031,0.09734,8e-05,0.738,0.004,1000,0.5420054200542006,0.3465178135239745
293,0.1,0.6,1.2,1.728,-0.3,13.365,0.08696,0.00024,0.08358,8e-05,0.874,0.01,1000,1.1441647597254005,0.3630297450746504
294,0.1,0.6,1.2,1.728,-0.6,13.1958,0.06923,0.00014,0.07255,9e-05,1.019,0.011,1000,1.0794896957801765,0.3771741550829203
295,0.1,1.0,1.0,1.0,0.05,10.5462,0.02619,4e-05,0.02572,2e-05,3.667,0.041,1000,1.1180801745295885,0.44638604893425227
296,0.1,1.0,1.0,1.0,0.0,10.5351,0.02488,4e-05,0.02489,3e-05,3.809,0.051,1000,1.3389341034392228,0.44779850089384127
297,0.1,1.0,1.0,1.0,-0.3,10.4765,0.01838,5e-05,0.02057,2e-05,4.75,0.029,1000,0.6105263157894738,0.45535485388871627
298,0.1,1.0,1.0,1.0,-0.6,10.4231,0.01344,4e-05,0.01684,1e-05,5.976,0.091,1000,1.5227576974564925,0.462389441953478
299,0.1,0.8,1.0,1.0,0.05,10.822,0.04764,3e-05,0.04913,2e-05,1.838,0.016,1000,0.8705114254624592,0.4131198220550889
300,0.1,0.8,1.0,1.0,0.0,10.8054,0.04574,6e-05,0.0478,4e-05,1.908,0.019,1000,0.9958071278825996,0.41502673799968304
301,0.1,0.8,1.0,1.0,-0.3,10.7119,0.03505,7e-05,0.04018,3e-05,2.314,0.026,1000,1.1235955056179776,0.42598969486726035
302,0.1,0.8,1.0,1.0,-0.6,10.6291,0.02666,6e-05,0.03366,3e-05,2.823,0.041,1000,1.452355650017712,0.43602274368152943
303,0.1,0.6,1.0,1.0,0.05,11.449,0.09639,0.00016,0.10521,6e-05,0.832,0.007,1000,0.841346153846154,0.34889597251977356
304,0.1,0.6,1.0,1.0,0.0,11.4081,0.09218,0.00011,0.1017,6e-05,0.859,0.011,1000,1.2805587892898718,0.35266199830773254
305,0.1,0.6,1.0,1.0,-0.3,11.2084,0.07117,0.0001,0.08447,8e-05,1.045,0.01,1000,0.9569377990430623,0.3718499761501092
306,0.1,0.6,1.0,1.0,-0.6,11.0473,0.0552,4e-05,0.07078,6e-05,1.278,0.017,1000,1.3302034428794993,0.388356142609027
307,0.3,1.0,1.6,4.096,0.05,15.5607,0.04845,5e-05,0.0234,3e-05,2.433,0.028,1000,1.1508425811755036,0.4401358268849098
308,0.3,1.0,1.6,4.096,0.0,15.5316,0.04571,5e-05,0.02233,3e-05,2.518,0.033,1000,1.310563939634631,0.4426143798719357
309,0.3,1.0,1.6,4.096,-0.3,15.3679,0.03126,4e-05,0.01648,2e-05,3.506,0.041,1000,1.1694238448374217,0.4569098634688839
310,0.3,1.0,1.6,4.096,-0.6,15.2244,0.02058,2e-05,0.01163,1e-05,5.138,0.076,1000,1.479174776177501,0.46995205531758816
311,0.3,0.8,1.6,4.096,0.05,15.9246,0.07459,3e-05,0.04,3e-05,1.374,0.015,1000,1.0917030567685588,0.4106468671627299
312,0.3,0.8,1.6,4.096,0.0,15.8832,0.07105,5e-05,0.03834,3e-05,1.454,0.023,1000,1.5818431911966986,0.4138663314656758
313,0.3,0.8,1.6,4.096,-0.3,15.6529,0.05124,7e-05,0.02931,2e-05,1.908,0.015,1000,0.7861635220125787,0.4324039762080275
314,0.3,0.8,1.6,4.096,-0.6,15.4608,0.03613,6e-05,0.02197,3e-05,2.599,0.037,1000,1.4236244709503654,0.44872289039727886
315,0.3,0.6,1.6,4.096,0.05,16.6564,0.12314,0.00016,0.07483,8e-05,0.716,0.011,1000,1.536312849162011,0.3588646545336071
316,0.3,0.6,1.6,4.096,0.0,16.5798,0.11791,0.00015,0.07157,7e-05,0.745,0.008,1000,1.0738255033557047,0.36386162005463224
317,0.3,0.6,1.6,4.096,-0.3,16.1845,0.08733,0.00012,0.05455,5e-05,0.995,0.006,1000,0.6030150753768844,0.3911796467602841
318,0.3,0.6,1.6,4.096,-0.6,15.8836,0.06416,9e-05,0.04201,5e-05,1.328,0.016,1000,1.2048192771084338,0.4138350648075577
319,0.3,0.5,1.6,4.096,-0.3,16.6976,0.11933,0.00014,0.07939,0.00013,0.67,0.012,1000,1.7910447761194028,0.3562147936419822
320,0.3,0.5,1.6,4.096,-0.6,16.2697,0.08824,0.00015,0.06067,6e-05,0.889,0.01,1000,1.124859392575928,0.3850662682289978
321,0.3,1.0,1.4,2.744,0.05,13.8011,0.03943,5e-05,0.02385,3e-05,2.725,0.035,1000,1.2844036697247707,0.44235094866145086
322,0.3,1.0,1.4,2.744,0.0,13.7751,0.03712,4e-05,0.02271,3e-05,2.86,0.025,1000,0.8741258741258742,0.44486044324453705
323,0.3,1.0,1.4,2.744,-0.3,13.6262,0.02455,4e-05,0.01612,3e-05,4.119,0.074,1000,1.7965525613012867,0.4596039938239975
324,0.3,1.0,1.4,2.744,-0.6,13.4992,0.01544,2e-05,0.01084,1e-05,6.309,0.089,1000,1.4106831510540498,0.4726982296610311
325,0.3,0.8,1.4,2.744,0.05,14.1077,0.06159,4e-05,0.0406,4e-05,1.541,0.017,1000,1.1031797534068788,0.4141326044173777
326,0.3,0.8,1.4,2.744,0.0,14.0701,0.05854,3e-05,0.03877,2e-05,1.639,0.022,1000,1.3422818791946307,0.41746158607276096
327,0.3,0.8,1.4,2.744,-0.3,13.8609,0.04111,5e-05,0.02862,2e-05,2.27,0.028,1000,1.2334801762114538,0.4366503174013142
328,0.3,0.8,1.4,2.744,-0.6,13.6886,0.02787,2e-05,0.02062,2e-05,3.237,0.032,1000,0.9885696632684585,0.4533472358839186
329,0.3,0.6,1.4,2.744,0.05,14.7207,0.10246,0.0001,0.07554,8e-05,0.799,0.012,1000,1.5018773466833542,0.36452111059731124
330,0.3,0.6,1.4,2.744,0.0,14.6513,0.09817,0.00011,0.07198,6e-05,0.858,0.011,1000,1.282051282051282,0.369725655774622
331,0.3,0.6,1.4,2.744,-0.3,14.2896,0.07125,9e-05,0.05312,4e-05,1.176,0.016,1000,1.360544217687075,0.39851792008844356
332,0.3,0.6,1.4,2.744,-0.6,14.0246,0.05098,8e-05,0.03959,3e-05,1.643,0.026,1000,1.5824710894704808,0.42153789327407465
333,0.3,0.5,1.4,2.744,-0.3,14.7055,0.09853,0.00018,0.07712,9e-05,0.795,0.008,1000,1.0062893081761006,0.3656526157944739
334,0.3,0.5,1.4,2.744,-0.6,14.32,0.0708,7e-05,0.05683,6e-05,1.11,0.013,1000,1.1711711711711712,0.39598525721977734
335,0.3,1.0,1.2,1.728,0.05,12.1231,0.03213,5e-05,0.02466,2e-05,3.108,0.043,1000,1.3835263835263834,0.4436285082669035
336,0.3,1.0,1.2,1.728,0.0,12.0966,0.02995,4e-05,0.02314,2e-05,3.301,0.025,1000,0.7573462587094819,0.44655046860230335
337,0.3,1.0,1.2,1.728,-0.3,11.9598,0.01846,4e-05,0.01528,2e-05,5.259,0.069,1000,1.3120365088419852,0.4620497696218625
338,0.3,1.0,1.2,1.728,-0.6,11.8472,0.01047,1e-05,0.00927,1e-05,9.128,0.114,1000,1.2489044697633656,0.4753498367787721
339,0.3,0.8,1.2,1.728,0.05,12.3786,0.05103,3e-05,0.04191,2e-05,1.792,0.021,1000,1.171875,0.416721512905303
340,0.3,0.8,1.2,1.728,0.0,12.3427,0.04819,2e-05,0.03964,1e-05,1.9,0.02,1000,1.0526315789473684,0.420368330391938
341,0.3,0.8,1.2,1.728,-0.3,12.1516,0.03212,4e-05,0.02767,3e-05,2.8,0.06,1000,2.142857142857143,0.4405144042346582
342,0.3,0.8,1.2,1.728,-0.6,11.9987,0.02038,3e-05,0.01856,2e-05,4.358,0.055,1000,1.2620468104635154,0.457570402397917
343,0.3,0.6,1.2,1.728,0.05,12.8763,0.08561,0.00012,0.07725,4e-05,0.949,0.005,1000,0.5268703898840885,0.3702433353862628
344,0.3,0.6,1.2,1.728,0.0,12.8096,0.08151,0.00014,0.07279,5e-05,1.017,0.008,1000,0.7866273352999018,0.3760571100208949
345,0.3,0.6,1.2,1.728,-0.3,12.4873,0.05699,6e-05,0.0514,5e-05,1.467,0.017,1000,1.1588275391956373,0.4059334809551834
346,0.3,0.6,1.2,1.728,-0.6,12.2558,0.03883,7e-05,0.03641,3e-05,2.141,0.03,1000,1.4012143858010275,0.4293737735777352
347,0.3,0.5,1.2,1.728,-0.3,12.801,0.0793,9e-05,0.0741,5e-05,0.999,0.008,1000,0.8008008008008008,0.3768155502290007
348,0.3,0.5,1.2,1.728,-0.6,12.4761,0.05487,5e-05,0.05241,3e-05,1.455,0.017,1000,1.168384879725086,0.40702770213857636
349,0.3,1.0,1.0,1.0,0.05,10.5582,0.0269,5e-05,0.02668,4e-05,3.504,0.031,1000,0.884703196347032,0.44486574809505325
350,0.3,1.0,1.0,1.0,0.0,10.5358,0.02492,5e-05,0.02495,3e-05,3.788,0.074,1000,1.9535374868004223,0.4477092514420203
352,0.3,0.8,1.0,1.0,0.05,10.7664,0.04286,3e-05,0.04474,2e-05,2.077,0.03,1000,1.4443909484833894,0.4195532498107173
353,0.3,0.8,1.0,1.0,0.0,10.732,0.04007,2e-05,0.04188,3e-05,2.211,0.021,1000,0.949796472184532,0.4236006621585817
354,0.3,0.8,1.0,1.0,-0.3,10.5595,0.02517,3e-05,0.02744,4e-05,3.495,0.035,1000,1.001430615164521,0.44470146353327367
355,0.3,0.8,1.0,1.0,-0.6,10.43,0.01514,3e-05,0.01736,2e-05,5.885,0.093,1000,1.5802888700084963,0.4614723632560955
356,0.3,0.6,1.0,1.0,0.05,11.1489,0.07168,9e-05,0.08,6e-05,1.129,0.023,1000,2.037201062887511,0.37783532766134675
357,0.3,0.6,1.0,1.0,0.0,11.0893,0.06748,4e-05,0.07479,6e-05,1.219,0.007,1000,0.5742411812961444,0.38396021339100667
358,0.3,0.6,1.0,1.0,-0.3,10.8138,0.04497,4e-05,0.05036,3e-05,1.873,0.032,1000,1.7084890549919916,0.41406032917411306
359,0.3,0.6,1.0,1.0,-0.6,10.6204,0.02911,3e-05,0.03383,3e-05,2.851,0.031,1000,1.0873377762188705,0.4370951626640543
